price_date,sector,avg_daily_return_pct,max_daily_return_pct,min_daily_return_pct,ticker_count
2026-03-02,Healthcare,-0.132,0.566,-1.4105,3
2026-03-02,Technology,0.7782,2.9855,0.0,3
2026-02-27,Consumer,1.0458,2.8372,0.0,3
2026-02-27,Energy,1.0195,2.666,0.0,2
2026-02-27,Financials,-2.3501,0.0,-7.4736,3
2026-02-27,Healthcare,1.0621,2.3059,0.0,3
2026-02-27,Technology,-1.6022,0.0,-4.1646,3
2026-02-26,Consumer,-0.5259,0.0,-1.2913,3
2026-02-26,Energy,-0.0954,0.0,-0.3489,2
2026-02-26,Financials,0.49,1.1801,0.0,3
2026-02-26,Healthcare,0.0349,0.8656,-0.6934,3
2026-02-26,Technology,-0.9406,0.2796,-5.4561,3
2026-02-25,Consumer,-0.0266,0.9973,-0.789,3
2026-02-25,Energy,-0.1846,0.0,-0.6043,2
2026-02-25,Financials,1.1126,2.5392,0.0,3
2026-02-25,Healthcare,0.5178,3.7416,-0.4507,3
2026-02-25,Technology,0.8592,2.982,0.0,3
2026-02-24,Consumer,0.6014,1.6028,0.0,3
2026-02-24,Energy,-0.1906,0.2325,-0.995,2
2026-02-24,Financials,-0.0501,1.1162,-1.2923,3
2026-02-24,Healthcare,-0.3274,0.7115,-2.9716,3
2026-02-24,Technology,0.6827,2.2391,0.0,3
2026-02-23,Consumer,0.0109,2.2929,-2.3036,3
2026-02-23,Energy,0.7239,2.3628,0.0,2
2026-02-23,Financials,-1.8696,0.0,-4.2215,3
2026-02-23,Healthcare,0.0464,1.5385,-2.6414,3
2026-02-23,Technology,-0.2827,0.9114,-3.2122,3
2026-02-20,Consumer,0.1332,2.5627,-1.5056,3
2026-02-20,Energy,-0.7261,0.0,-2.4442,2
2026-02-20,Financials,0.3415,0.8895,0.0,3
2026-02-20,Healthcare,-0.4246,0.0241,-1.7901,3
2026-02-20,Technology,0.3747,1.535,-0.3087,3
2026-02-19,Consumer,-0.3629,0.0342,-1.3821,3
2026-02-19,Energy,0.1719,0.4949,0.0,2
2026-02-19,Financials,-0.5286,0.0,-1.8292,3
2026-02-19,Healthcare,-0.0799,0.7837,-1.8634,3
2026-02-19,Technology,-0.2544,0.0,-1.4261,3
2026-02-18,Consumer,-0.2499,1.8096,-1.7307,3
2026-02-18,Energy,1.2275,3.0713,0.0,2
2026-02-18,Financials,0.6073,1.9311,0.0,3
2026-02-18,Healthcare,0.0624,0.6822,-0.3079,3
2026-02-18,Technology,0.416,1.6273,0.0,3
2026-02-17,Consumer,-0.5347,1.1872,-3.7643,3
2026-02-17,Energy,-0.5743,0.0,-1.5224,2
2026-02-17,Financials,0.5133,1.5138,0.0,3
2026-02-17,Healthcare,-0.3682,0.0,-1.3984,3
2026-02-17,Technology,0.5395,3.1668,-1.1113,3
2026-02-13,Consumer,0.2909,1.9642,-0.4058,3
2026-02-13,Energy,-0.0631,0.7347,-0.9871,2
2026-02-13,Financials,0.0154,0.0652,-0.0297,3
2026-02-13,Healthcare,0.5087,3.1016,-0.4498,3
2026-02-13,Technology,-0.7687,0.0,-2.2733,3
2026-02-12,Consumer,0.6175,3.7819,-2.1952,3
2026-02-12,Energy,-1.2043,0.0,-2.9768,2
2026-02-12,Financials,-1.5567,0.0,-4.2389,3
2026-02-12,Healthcare,0.4253,1.9576,-0.9376,3
2026-02-12,Technology,-1.2101,0.0,-4.9982,3
2026-02-11,Consumer,0.159,1.6338,-1.3916,3
2026-02-11,Energy,1.1431,2.6189,0.0,2
2026-02-11,Financials,-0.9313,0.0,-2.7803,3
2026-02-11,Healthcare,0.5951,2.0826,0.0,3
2026-02-11,Technology,-0.1146,0.8009,-2.1536,3
2026-02-10,Consumer,-0.8806,0.0,-2.6424,3
2026-02-10,Energy,0.0163,0.2513,-0.1862,2
2026-02-10,Financials,-0.4042,0.5691,-1.8082,3
2026-02-10,Healthcare,0.1749,2.0702,-0.8995,3
2026-02-10,Technology,-0.2019,0.0,-0.7893,3
2026-02-09,Consumer,-0.4607,0.0,-1.6466,3
2026-02-09,Energy,0.6028,1.4492,0.0,2
2026-02-09,Financials,0.216,1.6011,-0.2123,3
2026-02-09,Healthcare,-0.2551,0.0,-0.6245,3
2026-02-09,Technology,0.7395,3.1062,-1.1661,3
2026-02-06,Consumer,-0.1691,3.3402,-5.5548,3
2026-02-06,Energy,0.7356,2.0331,0.0,2
2026-02-06,Financials,1.8577,4.3059,0.0,3
2026-02-06,Healthcare,1.1162,3.0162,0.0,3
2026-02-06,Technology,1.7617,7.8718,0.0,3
2026-02-05,Consumer,-0.6885,1.1182,-4.4208,3
2026-02-05,Energy,-0.5317,0.0,-1.1036,2
2026-02-05,Financials,-0.9236,0.0,-2.5063,3
2026-02-05,Healthcare,-0.3897,1.416,-2.6711,3
2026-02-05,Technology,-1.0817,0.0,-4.9542,3
2026-02-04,Consumer,-0.348,0.2271,-2.3594,3
2026-02-04,Energy,1.1193,2.6856,0.0,2
2026-02-04,Financials,-0.0432,1.708,-2.7359,3
2026-02-04,Healthcare,0.2667,3.9193,-2.9066,3
2026-02-04,Technology,-0.014,2.6013,-3.4102,3
2026-02-03,Consumer,0.3572,2.9421,-1.7863,3
2026-02-03,Energy,1.5389,3.8512,0.0,2
2026-02-03,Financials,0.3632,2.1776,-0.7756,3
2026-02-03,Healthcare,-0.4689,1.0184,-3.3383,3
2026-02-03,Technology,-0.9846,0.0,-2.8722,3
2026-02-02,Consumer,1.4414,4.1296,0.0,3
2026-02-02,Energy,-0.936,0.0,-2.1216,2
2026-02-02,Financials,0.5772,1.5601,0.0,3
2026-02-02,Healthcare,0.3176,1.5402,-0.467,3
2026-02-02,Technology,-0.073,4.0581,-2.8881,3
2026-01-30,Consumer,-0.1206,1.4735,-1.1917,3
2026-01-30,Energy,0.9922,3.3355,0.0,2
2026-01-30,Financials,-0.0746,0.2261,-0.501,3
2026-01-30,Healthcare,-0.0915,1.3027,-1.8338,3
2026-01-30,Technology,-0.1655,0.4646,-0.7405,3
2026-01-29,Consumer,-0.1046,0.7206,-0.8212,3
2026-01-29,Energy,0.7178,2.1297,0.0,2
2026-01-29,Financials,0.7805,2.4513,0.0,3
2026-01-29,Healthcare,0.0252,0.9281,-0.5884,3
2026-01-29,Technology,-1.4598,0.7175,-9.9931,3
2026-01-28,Consumer,-0.3297,0.0,-0.9791,3
2026-01-28,Energy,0.2672,0.5481,0.0,2
2026-01-28,Financials,0.0376,0.7626,-0.69,3
2026-01-28,Healthcare,0.5084,4.0042,-2.4151,3
2026-01-28,Technology,0.1836,1.5913,-0.7085,3
2026-01-27,Consumer,0.2124,2.6256,-0.7559,3
2026-01-27,Energy,0.6003,1.4758,0.0,2
2026-01-27,Financials,-0.0306,0.2883,-0.2425,3
2026-01-27,Healthcare,-2.6463,2.3957,-19.6053,3
2026-01-27,Technology,0.7349,2.1902,0.0,3
2026-01-26,Consumer,-0.1589,0.0,-0.5675,3
2026-01-26,Energy,0.0929,0.4678,-0.0963,2
2026-01-26,Financials,0.518,1.4126,0.0,3
2026-01-26,Healthcare,0.0355,0.8967,-1.2968,3
2026-01-26,Technology,0.5435,2.9713,-0.6394,3
2026-01-23,Consumer,0.4495,2.0568,-0.0849,3
2026-01-23,Energy,0.2578,0.9952,0.0,2
2026-01-23,Financials,-1.1809,0.0,-3.7469,3
2026-01-23,Healthcare,0.1971,0.7552,-0.0779,3
2026-01-23,Technology,0.7815,3.2828,-0.1248,3
2026-01-22,Consumer,-0.1088,1.3099,-1.2818,3
2026-01-22,Energy,-0.0049,0.0225,-0.042,2
2026-01-22,Financials,0.2381,0.7298,0.0,3
2026-01-22,Healthcare,0.494,1.9324,0.0,3
2026-01-22,Technology,0.4491,1.5829,0.0,3
2026-01-21,Consumer,0.4351,1.9289,0.0,3
2026-01-21,Energy,0.8199,2.4145,0.0,2
2026-01-21,Financials,0.1222,1.0219,-0.2312,3
2026-01-21,Healthcare,0.6853,2.7539,-0.0917,3
2026-01-21,Technology,0.1739,2.9483,-2.2903,3
2026-01-20,Consumer,-0.6926,0.0675,-3.3958,3
2026-01-20,Energy,-0.0347,0.4388,-0.5774,2
2026-01-20,Financials,-1.1155,0.0,-3.1139,3
2026-01-20,Healthcare,0.2543,2.2385,-0.5068,3
2026-01-20,Technology,-1.4998,0.0,-4.3817,3
2026-01-16,Consumer,0.2552,0.717,0.0,3
2026-01-16,Energy,0.1622,0.5885,0.0,2
2026-01-16,Financials,0.0567,1.038,-1.4203,3
2026-01-16,Healthcare,-0.614,0.0,-2.3425,3
2026-01-16,Technology,-0.1293,0.7007,-1.0379,3
2026-01-15,Consumer,0.0922,0.6465,-0.6998,3
2026-01-15,Energy,-0.3669,0.0,-0.8218,2
2026-01-15,Financials,0.882,4.6308,0.0,3
2026-01-15,Healthcare,0.4788,1.2119,0.0,3
2026-01-15,Technology,0.1449,2.135,-0.6732,3
2026-01-14,Consumer,-0.293,0.9608,-2.4526,3
2026-01-14,Energy,1.2372,2.8924,0.0,2
2026-01-14,Financials,-0.8893,0.0,-3.777,3
2026-01-14,Healthcare,0.7186,2.2935,0.0,3
2026-01-14,Technology,-0.7089,0.0,-2.3987,3
2026-01-13,Consumer,0.0556,2.0259,-1.5702,3
2026-01-13,Energy,0.7415,2.0237,0.0,2
2026-01-13,Financials,-1.0944,0.0,-4.1881,3
2026-01-13,Healthcare,-0.0889,1.8739,-1.9324,3
2026-01-13,Technology,-0.0978,0.4704,-1.3643,3
2026-01-12,Consumer,0.7673,3.0036,-0.3679,3
2026-01-12,Energy,-0.0809,0.1419,-0.4655,2
2026-01-12,Financials,-0.2473,1.1257,-1.4278,3
2026-01-12,Healthcare,0.1291,2.6078,-1.0088,3
2026-01-12,Technology,-0.0093,0.3393,-0.4382,3
2026-01-09,Consumer,0.4632,1.2912,0.0,3
2026-01-09,Energy,0.7948,1.7959,0.0,2
2026-01-09,Financials,-0.0542,0.4439,-0.5874,3
2026-01-09,Healthcare,-0.1229,0.7513,-0.8274,3
2026-01-09,Technology,0.0458,0.2447,-0.0973,3
2026-01-08,Consumer,0.9962,3.7084,0.0,3
2026-01-08,Energy,1.585,3.7303,0.0,2
2026-01-08,Financials,0.1948,0.9705,-0.6578,3
2026-01-08,Healthcare,0.118,1.5072,-0.8386,3
2026-01-08,Technology,-0.6261,0.0,-2.1522,3
2026-01-07,Consumer,-0.3148,0.2615,-1.4168,3
2026-01-07,Energy,-0.7427,0.0,-2.1148,2
2026-01-07,Financials,-1.1003,0.0,-2.8122,3
2026-01-07,Healthcare,-0.2258,1.3184,-2.0833,3
2026-01-07,Technology,0.2102,1.0365,-0.7737,3
2026-01-06,Consumer,1.0581,3.3768,0.0,3
2026-01-06,Energy,-1.9749,0.0,-4.4614,2
2026-01-06,Financials,0.3328,0.7412,0.0,3
2026-01-06,Healthcare,0.55,2.032,0.0,3
2026-01-06,Technology,-0.184,1.197,-1.8334,3
2026-01-05,Consumer,0.8896,2.8962,-0.0443,3
2026-01-05,Energy,1.8272,5.0994,0.0,2
2026-01-05,Financials,1.3399,3.7295,0.0,3
2026-01-05,Healthcare,0.0275,1.6706,-1.4661,3
2026-01-05,Technology,-0.2982,0.0,-1.3837,3
2026-01-02,Consumer,-0.2615,1.2117,-1.8716,3
2026-01-02,Energy,1.0524,2.2899,0.0,2
2026-01-02,Financials,1.1266,4.0205,0.0,3
2026-01-02,Healthcare,0.5372,1.9054,0.0,3
2026-01-02,Technology,-0.2101,1.2601,-2.2083,3
2025-12-31,Consumer,-0.2623,0.0,-0.7354,3
2025-12-31,Energy,-0.1179,0.0657,-0.5372,2
2025-12-31,Financials,-0.2484,0.0,-0.6128,3
2025-12-31,Healthcare,-0.1597,0.0193,-0.6172,3
2025-12-31,Technology,-0.2989,0.0,-0.7918,3
2025-12-30,Consumer,-0.0994,0.1982,-0.5421,3
2025-12-30,Energy,0.314,0.8742,0.0,2
2025-12-30,Financials,-0.183,0.0,-0.8698,3
2025-12-30,Healthcare,0.1043,0.9789,-0.3132,3
2025-12-30,Technology,-0.0886,0.078,-0.3613,3
2025-12-29,Consumer,-0.0196,0.707,-0.6309,3
2025-12-29,Energy,0.4597,1.1922,0.0,2
2025-12-29,Financials,-0.7278,0.0,-1.6383,3
2025-12-29,Healthcare,-0.2106,0.0,-0.8709,3
2025-12-29,Technology,-0.201,0.1317,-1.2124,3
2025-12-26,Consumer,0.0579,0.1709,0.0,3
2025-12-26,Energy,-0.1028,0.0,-0.3189,2
2025-12-26,Financials,-0.1559,0.0,-0.4106,3
2025-12-26,Healthcare,0.2442,1.2974,-0.0722,3
2025-12-26,Technology,0.1341,1.018,-0.1497,3
2025-12-24,Consumer,0.4568,1.997,0.0,3
2025-12-24,Energy,-0.0435,0.0,-0.1675,2
2025-12-24,Financials,0.4167,1.0059,0.0,3
2025-12-24,Healthcare,0.4051,0.9719,0.0,3
2025-12-24,Technology,0.0759,0.5324,-0.3171,3
2025-12-23,Consumer,0.113,1.6241,-1.5098,3
2025-12-23,Energy,0.3872,1.0749,0.0,2
2025-12-23,Financials,0.2236,0.879,0.0,3
2025-12-23,Healthcare,-0.3604,0.0,-1.309,3
2025-12-23,Technology,0.6527,3.0051,0.0,3
2025-12-22,Consumer,-0.2868,0.475,-1.539,3
2025-12-22,Energy,0.6597,1.3875,0.0,2
2025-12-22,Financials,0.5959,1.8537,0.0,3
2025-12-22,Healthcare,-0.0251,0.4603,-0.6903,3
2025-12-22,Technology,0.0499,1.4918,-0.9866,3
2025-12-19,Consumer,-0.0631,0.2602,-0.4093,3
2025-12-19,Energy,0.0423,0.1287,0.0,2
2025-12-19,Financials,0.8612,1.9605,0.0,3
2025-12-19,Healthcare,-0.092,0.599,-0.9313,3
2025-12-19,Technology,0.813,3.9336,0.0,3
2025-12-18,Consumer,0.1962,2.4811,-0.7176,3
2025-12-18,Energy,-0.4912,0.0,-1.2239,2
2025-12-18,Financials,-0.1175,0.4551,-0.6286,3
2025-12-18,Healthcare,-0.3355,0.0,-1.0524,3
2025-12-18,Technology,0.6086,1.872,0.0,3
2025-12-17,Consumer,-0.0182,0.2627,-0.5796,3
2025-12-17,Energy,1.067,2.3805,0.0,2
2025-12-17,Financials,-0.2384,0.0,-0.7757,3
2025-12-17,Healthcare,-0.366,0.4921,-1.9193,3
2025-12-17,Technology,-0.8134,0.0,-3.815,3
2025-12-16,Consumer,-0.1973,0.009,-1.173,3
2025-12-16,Energy,-1.1629,0.0,-2.6155,2
2025-12-16,Financials,-0.585,0.0,-1.3968,3
2025-12-16,Healthcare,-1.2837,0.0,-3.4052,3
2025-12-16,Technology,0.2207,0.8112,0.0,3
2025-12-15,Consumer,-0.7067,0.0771,-2.7033,3
2025-12-15,Energy,-0.2547,0.0,-0.8921,2
2025-12-15,Financials,0.1665,0.4709,0.0,3
2025-12-15,Healthcare,0.5419,2.2437,-0.2165,3
2025-12-15,Technology,-0.258,0.7256,-1.4985,3
2025-12-12,Consumer,-0.0916,1.2274,-1.7761,3
2025-12-12,Energy,-0.2717,0.0,-0.6023,2
2025-12-12,Financials,-0.185,1.063,-2.5323,3
2025-12-12,Healthcare,0.4098,1.5175,0.0,3
2025-12-12,Technology,-0.6997,0.0899,-3.2665,3
2025-12-11,Consumer,0.4287,2.0675,-0.6472,3
2025-12-11,Energy,-0.1139,0.0,-0.4557,2
2025-12-11,Financials,0.9471,2.4504,0.0,3
2025-12-11,Healthcare,0.7173,2.5459,0.0,3
2025-12-11,Technology,-0.1323,1.026,-1.5508,3
2025-12-10,Consumer,-0.2532,1.6936,-1.6339,3
2025-12-10,Energy,0.7644,1.9665,0.0,2
2025-12-10,Financials,0.9412,3.1946,0.0,3
2025-12-10,Healthcare,1.0902,3.2907,0.0,3
2025-12-10,Technology,-0.467,0.5772,-2.7357,3
2025-12-09,Consumer,0.3131,1.3209,0.0,3
2025-12-09,Energy,0.4523,1.9572,-0.1479,2
2025-12-09,Financials,-0.6984,1.1411,-4.6636,3
2025-12-09,Healthcare,-0.4228,0.0,-1.7074,3
2025-12-09,Technology,-0.0607,0.2037,-0.3126,3
2025-12-08,Consumer,-0.5495,0.0,-1.3465,3
2025-12-08,Energy,-0.3351,0.0,-0.86,2
2025-12-08,Financials,0.2301,1.4194,-0.0927,3
2025-12-08,Healthcare,-0.4496,0.0,-1.5455,3
2025-12-08,Technology,0.5048,1.7214,-0.3192,3
2025-12-05,Consumer,0.0478,0.2351,-0.1317,3
2025-12-05,Energy,-0.4991,0.0,-1.4843,2
2025-12-05,Financials,0.2986,1.9968,-0.3353,3
2025-12-05,Healthcare,0.0398,1.284,-0.7736,3
2025-12-05,Technology,-0.1218,0.4825,-0.684,3
2025-12-04,Consumer,-0.649,0.3758,-2.8625,3
2025-12-04,Energy,-0.0296,0.442,-0.5603,2
2025-12-04,Financials,0.2587,1.2719,-0.0,3
2025-12-04,Healthcare,-0.4518,0.5084,-1.831,3
2025-12-04,Technology,0.2588,2.1161,-1.2141,3
2025-12-03,Consumer,0.1556,1.7792,-0.8702,3
2025-12-03,Energy,0.7473,2.0974,0.0,2
2025-12-03,Financials,0.9488,2.6202,-0.0,3
2025-12-03,Healthcare,1.0501,4.6743,-0.0438,3
2025-12-03,Technology,-0.7079,0.0,-2.5041,3
2025-12-02,Consumer,0.354,1.1042,0.0,3
2025-12-02,Energy,-0.6433,0.0,-1.5012,2
2025-12-02,Financials,0.1007,1.0349,-0.3367,3
2025-12-02,Healthcare,-0.0041,0.4115,-0.4749,3
2025-12-02,Technology,0.4362,1.0915,0.0,3
2025-12-01,Consumer,0.1713,0.923,-0.1784,3
2025-12-01,Energy,0.3864,0.933,0.0,2
2025-12-01,Financials,-0.6551,0.0,-1.8377,3
2025-12-01,Healthcare,-0.7631,0.0,-1.9893,3
2025-12-01,Technology,0.3505,1.6497,-1.0711,3
2025-11-28,Consumer,0.6085,1.7717,0.0,3
2025-11-28,Energy,0.5214,1.0836,0.0,2
2025-11-28,Financials,0.7072,1.7683,0.0,3
2025-11-28,Healthcare,-0.0289,0.1167,-0.3083,3
2025-11-28,Technology,0.0001,1.3409,-1.8085,3
2025-11-26,Consumer,0.5497,1.9626,-0.2221,3
2025-11-26,Energy,0.2217,0.6598,0.0,2
2025-11-26,Financials,0.7016,1.7063,0.0,3
2025-11-26,Healthcare,0.2405,1.0512,-0.0389,3
2025-11-26,Technology,0.561,1.7841,0.0,3
2025-11-25,Consumer,0.875,2.8253,0.0,3
2025-11-25,Energy,-0.5184,0.0,-1.2589,2
2025-11-25,Financials,0.7009,1.6778,0.0,3
2025-11-25,Healthcare,0.8644,2.2661,0.0,3
2025-11-25,Technology,-0.2633,0.6308,-2.5911,3
2025-11-24,Consumer,-0.0162,2.533,-1.4338,3
2025-11-24,Energy,-0.2754,0.0,-0.9481,2
2025-11-24,Financials,0.4777,2.155,-0.0067,3
2025-11-24,Healthcare,0.2476,1.0544,-0.2875,3
2025-11-24,Technology,0.6803,2.0517,0.0,3
2025-11-21,Consumer,0.1007,1.6349,-1.6712,3
2025-11-21,Energy,-0.0421,0.0513,-0.2195,2
2025-11-21,Financials,0.17,1.098,-0.1207,3
2025-11-21,Healthcare,0.9563,2.7059,0.0,3
2025-11-21,Technology,-0.0542,1.9681,-1.3189,3
2025-11-20,Consumer,0.7117,6.4606,-2.4923,3
2025-11-20,Energy,-0.2994,0.0,-0.9163,2
2025-11-20,Financials,-0.8561,0.0,-1.9608,3
2025-11-20,Healthcare,-0.1434,0.7927,-1.9293,3
2025-11-20,Technology,-0.9355,0.0,-3.1525,3
2025-11-19,Consumer,-0.2012,0.0629,-0.7693,3
2025-11-19,Energy,-0.6653,0.0,-1.4114,2
2025-11-19,Financials,0.5456,1.2892,0.0,3
2025-11-19,Healthcare,-0.4028,1.255,-2.2397,3
2025-11-19,Technology,0.3189,2.8452,-1.3508,3
2025-11-18,Consumer,-1.311,0.0,-4.4317,3
2025-11-18,Energy,0.3701,1.1472,0.0,2
2025-11-18,Financials,0.0144,0.3108,-0.3196,3
2025-11-18,Healthcare,-0.0799,1.4753,-2.1652,3
2025-11-18,Technology,-0.9192,0.0,-2.8081,3
2025-11-17,Consumer,-0.2404,0.4586,-1.1257,3
2025-11-17,Energy,-0.7815,0.0,-1.7764,2
2025-11-17,Financials,-0.8593,0.0,-2.1479,3
2025-11-17,Healthcare,0.2544,1.8629,-0.4163,3
2025-11-17,Technology,-0.7036,0.0,-1.8773,3
2025-11-14,Consumer,-0.2503,0.0,-1.2164,3
2025-11-14,Energy,0.6526,1.3112,0.0,2
2025-11-14,Financials,-0.7,0.0,-1.8967,3
2025-11-14,Healthcare,-0.948,0.3483,-3.2058,3
2025-11-14,Technology,0.4904,1.7714,-0.1978,3
2025-11-13,Consumer,-0.3948,1.2123,-2.7109,3
2025-11-13,Energy,0.5103,1.474,0.0,2
2025-11-13,Financials,-1.6154,0.0,-3.9894,3
2025-11-13,Healthcare,-0.2993,0.4424,-1.9289,3
2025-11-13,Technology,-0.8845,0.0,-3.581,3
2025-11-12,Consumer,-0.3253,0.0153,-1.9671,3
2025-11-12,Energy,-0.8137,0.0,-1.8689,2
2025-11-12,Financials,0.9916,3.5369,0.0,3
2025-11-12,Healthcare,0.8743,3.5456,0.0,3
2025-11-12,Technology,0.028,0.4836,-0.6467,3
2025-11-11,Consumer,0.182,0.9959,-0.1857,3
2025-11-11,Energy,0.4247,1.3196,0.0,2
2025-11-11,Financials,0.2728,1.6445,-0.4008,3
2025-11-11,Healthcare,1.549,4.5921,0.0,3
2025-11-11,Technology,-0.0449,2.1601,-2.9591,3
2025-11-10,Consumer,0.1148,1.6325,-0.7781,3
2025-11-10,Energy,0.3149,0.8531,0.0,2
2025-11-10,Financials,0.4413,1.3811,0.0,3
2025-11-10,Healthcare,0.0019,0.9862,-0.8112,3
2025-11-10,Technology,1.3493,5.7933,0.0,3
2025-11-07,Consumer,0.228,0.895,-0.091,3
2025-11-07,Energy,0.9339,2.3755,0.0,2
2025-11-07,Financials,-0.0124,0.2521,-0.1689,3
2025-11-07,Healthcare,0.1085,0.8241,-0.2139,3
2025-11-07,Technology,-0.0835,0.0372,-0.4819,3
2025-11-06,Consumer,-0.6466,0.207,-2.8617,3
2025-11-06,Energy,0.2262,0.7213,0.0,2
2025-11-06,Financials,0.2442,1.6015,-0.6948,3
2025-11-06,Healthcare,-0.0648,0.9752,-1.8856,3
2025-11-06,Technology,-0.9622,0.0,-3.6525,3
2025-11-05,Consumer,-0.1727,0.353,-0.7822,3
2025-11-05,Energy,-0.2197,0.0,-0.4759,2
2025-11-05,Financials,-0.1607,0.7858,-2.0359,3
2025-11-05,Healthcare,-0.0198,1.2757,-0.934,3
2025-11-05,Technology,-0.5181,0.037,-1.7515,3
2025-11-04,Consumer,0.0326,1.3685,-1.8425,3
2025-11-04,Energy,-0.022,0.334,-0.422,2
2025-11-04,Financials,0.1011,0.676,-0.0373,3
2025-11-04,Healthcare,-0.3374,0.3221,-1.4599,3
2025-11-04,Technology,-0.6855,0.368,-3.9588,3
2025-11-03,Consumer,1.0383,4.0046,0.0,3
2025-11-03,Energy,-0.7145,0.0,-2.3333,2
2025-11-03,Financials,-0.1418,0.2058,-0.5689,3
2025-11-03,Healthcare,-0.6027,0.0406,-2.2748,3
2025-11-03,Technology,0.2549,2.168,-0.4882,3
2025-10-31,Consumer,1.2915,9.5845,-1.0271,3
2025-10-31,Energy,0.612,2.7358,-0.2877,2
2025-10-31,Financials,0.2058,0.792,-0.1,3
2025-10-31,Healthcare,0.0769,1.4821,-0.9253,3
2025-10-31,Technology,-0.3481,0.0,-1.5121,3
2025-10-30,Consumer,-0.4341,0.8505,-3.2306,3
2025-10-30,Energy,-0.6325,0.0,-1.5114,2
2025-10-30,Financials,0.5082,1.2864,0.0,3
